line_id,speaker,type,text
852,ENID,dialogue,P h.D from Berkeley in Women's Studies--
853,ENID,dialogue,emphasis in the History of Combat. And
854,ENID,dialogue,"last year, I led the march for Lesbians"
855,ENID,dialogue,Against Drunk Driving.
856,BURNED OUT 2L,dialogue,Killer.
859,(CONTINUED),dialogue,"He looks at an intense guy in his late twenties, IVAN."
860,INTENSE IVAN,dialogue,"I've got an MBA from Wharton, worked on"
861,INTENSE IVAN,dialogue,"Wall Street for four years, mushed in"
862,INTENSE IVAN,dialogue,three ididarods and I ' ve figured out how
863,INTENSE IVAN,dialogue,to crash the stock market in Sri Lanka if
864,INTENSE IVAN,dialogue,any of you want to get together later.
865,BURNED OUT 2L,dialogue,Sweet.    What about you?
866,BURNED OUT 2L,dialogue,He looks at Elle.   She sits up straight.
867,ELLE,dialogue,I ' m a Gemini. I have a Bachelors degree
868,ELLE,dialogue,"from USC, where I was Sigma Chi"
869,ELLE,dialogue,"Sweetheart and president of Delta Gamma,"
870,ELLE,dialogue,and last year '  -- I was Homecoming Queen .
871,ELLE,dialogue,"She smiles, as the group leader nods, waiting."
872,ELL E,stage_direction,(continuing)
873,ELL E,dialogue,Oh!
874,ELL E,stage_direction,(dramatically)
875,ELL E,dialogue,"Two weeks ago, I saw Cameron Diaz at Fred"
876,ELL E,dialogue,Segal -- and talked her out of buying a
877,ELL E,dialogue,truly heinous angora sweater! Whoever
878,ELL E,dialogue,said that orange is the new pink is
879,ELL E,dialogue,seriously disturbed.
880,ELL E,dialogue,"She looks around, pleased. Enid' snickers as the rest of the"
881,ELL E,dialogue,"group stares at Elle, dumbfounded."
882,ELL E,dialogue,38   INT. ELLE'S DORM ROOM - DAY                                        38
883,ELL E,dialogue,"A grey, dingy, cell-block style room -- now crammed with"
884,ELL E,dialogue,"Elle's clothes, the pink fluffy love seat and potted palm,"
885,ELL E,dialogue,"along with an Elliptical Cross-Trainer, pink flamingo party"
886,ELL E,dialogue,lights and a neon pink margarita glass sculpture.
887,ELL E,dialogue,Elle tries to shove a large law textbook into her tiny Prada
888,ELL E,dialogue,backpack to no avail. She gives up and tosses the book onto
889,ELL E,dialogue,the bed where Underdog leaps away to miss being squished.
890,ELLE,dialogue,"Wish me luck, Underdog. It's my first"
891,ELLE,dialogue,class as a serious law student.
892,ELLE,dialogue,She kisses him and looks down at her completely inappropriate
893,ELLE,dialogue,"skimpy Gucci outfit, which she accents by putting on trendy,"
894,ELLE,dialogue,wire-rimmed glasses.
897,ELLE,stage_direction,(continuing; to herself)
898,ELLE,dialogue,I totally look the part!
899,ELLE,dialogue,39   INT. LAW SCHOOL HALLWAY - DAY                                      39
900,ELLE,dialogue,"Elle heads for a classroom, amidst a crowd of students who"
901,ELLE,dialogue,"eye her like she's an alien. She rounds a corner, seeing --"
902,ELLE,dialogue,"WARNER, in all his handsome glory, looking over his schedule."
903,ELLE,dialogue,"She starts toward him, as if pulled by a magnetic force."
904,ELLE,dialogue,Arrogant Aaron sees her passing by.
905,ARROGANT AARON,stage_direction,(seductively)
906,ARROGANT AARON,dialogue,H l o t e e. . . . . . .
907,ARROGANT AARON,dialogue,el hr.
908,ARROGANT AARON,dialogue,"Elle keeps going, not even noticing him. Eyes only for"
909,ARROGANT AARON,dialogue,"Warner. Arrogant Aaron stomps away, pissed at the perceived"
910,ARROGANT AARON,dialogue,blow-off.
911,ARROGANT AARON,dialogue,"As Elle gets closer to Warner, she opts for wandering past"
912,ARROGANT AARON,dialogue,"him, seemingly oblivious to his presence."
913,WARNER,stage_direction,(stunned)
914,WARNER,dialogue,Elle?!
915,WARNER,dialogue,"Elle turns, ultra-nonchalant."
916,ELLE,dialogue,"Warner?! Oh my God, I completely forgot"
917,ELLE,dialogue,you were going here!
918,ELLE,dialogue,"He looks at her, confused.    People walk by, staring."
919,WARNER,dialogue,What're you talking about? You're not
920,WARNER,dialogue,here to see me?
921,ELLE,dialogue,"No, silly.    I go here."
922,WARNER,stage_direction,(still confused)
923,WARNER,dialogue,You go where?
924,ELLE,dialogue,Harvard. Law school.
927,WARNER,dialogue,v- y
928,WARNER,dialogue,  You got into Harvard Law?
929,E LL E.,stage_direction,(con fuse d at his confusion)
930,E LL E.,dialogue,"W h at , like it's that.hard?"
931,E LL E.,dialogue,W a rn e r stares at her :-- completely discombobulated. She
932,E LL E.,dialogue,s m i l es sweetly and makes a show of checking her watch.
933,. ELLE,stage_direction,(continuing)
934,. ELLE,dialogue,Oops! Time for class. Meet me after?
935,. ELLE,dialogue,On the benches?
936,WARNER,dialogue,Uh -- sure.
937,WARNER,dialogue,She sashays off with a confident smile.
938,WARNER,dialogue,40   INT. CIVIL PROCEDURES CLASS - DAY                                   4.0.
939,WARNER,dialogue,"Students file in and take their seats. Elle enters, looking"
940,WARNER,dialogue,"around nervously at the imposing auditorium. Arrogant Aaron,"
941,WARNER,dialogue,"next to her, leans over."
942,ARROGANT AARON,dialogue,"If you're looking for the best seat, I"
943,ARROGANT AARON,dialogue,hear the front row is the place to be.
944,ARROGANT AARON,dialogue,Elle smiles at him.
945,ELLE,dialogue,Thanks.
946,ELLE,dialogue,41   INT. CIVIL PROCEDURES CLASS - DAY - LATER                           41
947,ELLE,dialogue,"PROFESSOR ELSPETH STROMWELL, a tough-as-nails Grande Dame in"
948,ELLE,dialogue,"her 50' s , addresses the class. Laptops abound -- except for"
949,ELLE,dialogue,"Elle, who has a fuzzy pink notebook and a pen with a pink"
950,ELLE,dialogue,plastic heart on the end.
951,PROFESSOR STROMWELL,dialogue,A legal education means you will learn to
952,PROFESSOR STROMWELL,dialogue,speak in a new language. You will be
953,PROFESSOR STROMWELL,dialogue,taught to achieve insight into the world
954,PROFESSOR STROMWELL,dialogue,"around you, and to sharply question what"
955,PROFESSOR STROMWELL,dialogue,you know.
956,PROFESSOR STROMWELL,dialogue,Everyone soaks this up.        Including Elle.
957,PROFESSOR STROMWELL,stage_direction,(C ONT IN UED )
960,PROFESSOR STROMWELL,stage_direction,(continuing)
961,PROFESSOR STROMWELL,dialogue,The seat you've picked is yours for the
962,PROFESSOR STROMWELL,dialogue,next nine months of your life. Enjoy it.
963,PROFESSOR STROMWELL,dialogue,"And those of you in the front row,"
964,PROFESSOR STROMWELL,dialogue,beware.      .    ..
965,PROFESSOR STROMWELL,dialogue,"El le , in the front row, between two UNSHOWERED BRANIACS,"
966,PROFESSOR STROMWELL,dialogue,"looks around, panicked. One of the braniacs passes her the"
967,PROFESSOR STROMWELL,dialogue,seating chart and she has no choice but to sign her name.
968,PROFESSOR STROMWELL,dialogue,"In the back, Arrogant Aaron nudges his friend and smiles."
969,PROFESSOR STROMWELL,stage_direction,(continuing)
970,PROFESSOR STROMWELL,dialogue,"""The law is reason free from passion."""
971,PROFESSOR STROMWELL,dialogue,Does anyone know who spoke those immortal
972,PROFESSOR STROMWELL,dialogue,words?
973,PROFESSOR STROMWELL,dialogue,Dorky David raises his hand.
974,PROFESSOR STROMWELL,stage_direction,(continuing)
975,PROFESSOR STROMWELL,dialogue,Yes?
976,DORKY DAVID,stage_direction,(confidently)
977,DORKY DAVID,dialogue,Aristotle.
978,DORKY DAVID,dialogue,Professor Stromwell approaches him the way Cruella de Ville
979,DORKY DAVID,dialogue,approaches a puppy.
980,PROFESSOR STROMWELL,dialogue,Are you sure?
981,PROFESSOR STROMWELL,dialogue,Now he's not.
982,DORKY DAVID,dialogue,Yes?
983,PROFESSOR STROMWELL,dialogue,~        Would you be willing to stake your life
984,PROFESSOR STROMWELL,dialogue,on it?
985,DORKY DAVID,dialogue,I think so...
986,PROFESSOR STROMWELL,dialogue,H o w about --
987,PROFESSOR STROMWELL,dialogue,"She spins around, roughly POKING another student in the head."
990,PROFESSOR STROMWELL,stage_direction,(continuing)
991,PROFESSOR STROMWELL,dialogue,his life?
992,DORKY DAVID,stage_direction,(scared)
993,DORKY DAVID,dialogue,I don't know.
994,PROFESSOR STROMWELL,dialogue,"Well, I recommend knowing before"
995,PROFESSOR STROMWELL,dialogue,speaking.. The law leaves much room for
996,PROFESSOR STROMWELL,dialogue,interpretation -- but very little for
997,PROFESSOR STROMWELL,dialogue,self-doubt.
998,PROFESSOR STROMWELL,dialogue,As she turns away --
999,PROFESSOR STROMWELL,stage_direction,(continuing)
1000,PROFESSOR STROMWELL,dialogue,And you were right. It was Aristotle.
1001,PROFESSOR STROMWELL,dialogue,The class half-laughs in relief.
1002,PROFESSOR STROMWELL,stage_direction,(continuing)
1003,PROFESSOR STROMWELL,dialogue,I assume you've all read pages 1- 48 and
1004,PROFESSOR STROMWELL,dialogue,are now well-versed in subject matter
1005,PROFESSOR STROMWELL,dialogue,jurisdiction.
1006,PROFESSOR STROMWELL,dialogue,"Elle looks around, surprised, as students open their books."
1007,PROFESSOR STROMWELL,stage_direction,(continuing)
1008,PROFESSOR STROMWELL,dialogue,Who can tell us about Gordon v. Steele?
1009,PROFESSOR STROMWELL,dialogue,Silence.   Stromwell looks down at the seating chart.
1010,PROFESSOR STROMWELL,stage_direction,(continuing)
1011,PROFESSOR STROMWELL,dialogue,Ivan Greenstein?
1012,PROFESSOR STROMWELL,dialogue,Intense Ivan straightens in his' seat.
1013,IVAN,dialogue,Gordon sued her doctors for malpractice.
1014,PROFESSOR STROMWELL,dialogue,And what did the dispute entail?
1015,PROFESSOR STROMWELL,stage_direction,(looking at her chart)
1016,PROFESSOR STROMWELL,dialogue,Let's call on someone in the hot zone.
1017,PROFESSOR STROMWELL,dialogue,"Elle Woods? Elle looks up, distressed."
1020,ELLE,dialogue,Uh... I wasn't aware that we had an
1021,ELLE,dialogue,assignment.
1022,PROFESSOR STROMWELL,stage_direction,(looking at her chart)
1023,PROFESSOR STROMWELL,dialogue,Sarah Knottingham?
1024,PROFESSOR STROMWELL,dialogue,"SARAH KNOTTINGHAM -- a prim and preppy blue-blood brunette,"
1025,PROFESSOR STROMWELL,dialogue,dressed in pearls and a sweater set -- looks up.
1026,PROFESSOR STROMWELL,stage_direction,(continuing)
1027,PROFESSOR STROMWELL,dialogue,Do you think it's acceptable that Ms.
1028,PROFESSOR STROMWELL,dialogue,Woods is unprepared?
1029,PROFESSOR STROMWELL,dialogue,Sarah looks over at Elle. Elle gives her a mortified smile.
1030,PROFESSOR STROMWELL,dialogue,Sarah turns back to Professor Stromwell.
1031,SARAH,dialogue,"No, I don't."
1032,PROFESSOR STROMWELL,dialogue,Would you support my decision to ask her
1033,PROFESSOR STROMWELL,dialogue,to leave and return to class only when
1034,PROFESSOR STROMWELL,dialogue,she is prepared?
1035,SARAH,dialogue,Absolutely.
1036,SARAH,dialogue,Elle can't believe that this girl would betray her. Having
1037,SARAH,dialogue,"no choice,, she gathers her purse and goes, completely"
1038,SARAH,dialogue,humiliated. Professor Stromwell returns to the matter at
1039,SARAH,dialogue,hand.
1040,PROFESSOR STROMWELL,dialogue,"Now, Ms. Knottingham, did diversity"
1041,PROFESSOR STROMWELL,dialogue,jurisdiction'exist in this case?
1042,PROFESSOR STROMWELL,dialogue,42   EXT. LAW SCHOOL QUAD - BENCHES - DAY - LATER                        42
1043,PROFESSOR STROMWELL,dialogue,EMMETT -- a shy and quirkily handsome 28-year-old who could
1044,PROFESSOR STROMWELL,dialogue,"pass for younger -- sits on a bench, going over some papers."
1045,PROFESSOR STROMWELL,dialogue,He looks up and spots Elle -- sitting across from him --
1046,PROFESSOR STROMWELL,dialogue,looking traumatized.
1047,EMMETT,dialogue,Are you okay?
1048,EMMETT,dialogue,"Elle looks up, snapping out of her stupor."
1051,ELLE,dialogue,Do they just -- put you on the spot like
1052,ELLE,dialogue,"that? Like, all the time?"
1053,EMMETT,dialogue,"The professors? Yeah, they tend- to do"
1054,EMMETT,dialogue,that. Socratic method.
1055,ELLE,dialogue,"And if you don't know the answer, they"
1056,ELLE,dialogue,just kick you out?
1057,ELLE,dialogue,He smiles.
1058,EMMETT,dialogue,You have Stromwell.
1059,ELLE,stage_direction,(hopeful)
1060,ELLE,dialogue,"Did she do that to you, too?"
1061,EMMETT,dialogue,"No, but she made me cry once. Not in"
1062,EMMETT,dialogue,"class -- I waited until I got to my room,"
1063,EMMETT,dialogue,"but yeah, she can pretty much shrivel"
1064,EMMETT,dialogue,"your balls -- or you know, your"
1065,EMMETT,dialogue,whatevers .
1066,ELLE,stage_direction,(stricken)
1067,ELLE,dialogue,"Neat .                  '   ,   '"
1068,EMMETT,dialogue,Don't worry. It gets better. Who else
1069,EMMETT,dialogue,do you have?
1070,EMMETT,dialogue,Elle looks at her schedule.
1071,ELLE,dialogue,"Donovan, Royalton and Levinson."
1072,EMMETT,dialogue,Speak up in Donovan's class. He likes
1073,EMMETT,dialogue,people with an opinion. Sit in the back
1074,EMMETT,dialogue,for Royalton. He tends to spit when he
1075,EMMETT,dialogue,talks about products liability.
1076,EMMETT,dialogue,Elle makes a face.      He smiles.   Liking her.
1079,EMMETT,stage_direction,(continuing)
1080,EMMETT,dialogue,And make sure you read the footnotes in
1081,EMMETT,dialogue,Levinson's class. That's where all her
1082,EMMETT,dialogue,exam questions come from.
1083,ELLE,dialogue,Wow.   I ' m glad I met you.
1084,ELLE,dialogue,"She smiles at him, grateful."
1085,EMMETT,dialogue,"Oh, and getting one of Stromwell's daily"
1086,EMMETT,dialogue,quotes right is almost as important as
1087,EMMETT,dialogue,acing the mid-term. But you didn't hear
1088,EMMETT,dialogue,it from me.
1089,EMMETT,dialogue,Students trickle out of the building.
1090,"ELLE ""                .:.",dialogue,Are you a third-year?
1091,"ELLE ""                .:.",dialogue,"Warner walks up, behind Emmett, interrupting."
1092,WARNER,dialogue,Hey.
1093,WARNER,dialogue,"Elle looks up, pure adoration on her face."
1094,ELLE,dialogue,Hi!
1095,ELLE,dialogue,Emmett rises and walks off.
1096,EMMETT,dialogue,Good luck.
1097,ELLE,stage_direction,(calling after him)
1098,ELLE,dialogue,Thanks again for your help!
1099,ELLE,dialogue,"Warner remains standing, still somewhat uncomfortable with"
1100,ELLE,dialogue,her presence here.
1101,WARNER,dialogue,S o -- uh -- how was your first class?
1102,ELLE,dialogue,Fine. Except for this horrible girl who
1103,ELLE,dialogue,made me look bad in front of my Civ Pro
1104,ELLE,dialogue,professor. But no biggie. You're here
1105,ELLE,dialogue,now.
1108,ELLE,stage_direction,(perky)
1109,ELLE,dialogue,How was your summer?
1110,ELLE,dialogue,She pats the bench beside her.     He doesn't move.
1111,WARNER,stage_direction,(distracted)
1112,WARNER,dialogue,Good. Good.
1113,ELLE,dialogue,Do anything exciting?
1114,ELLE,dialogue,A female hand snakes around Warner's chest from behind.
1115,ELLE,dialogue,Warner turns and brings the owner of the hand around to his
1116,ELLE,dialogue,"side, presenting her."
1117,WARNER,stage_direction,(nervous)
1118,WARNER,dialogue,"Urn, hey, have you met Sarah?"
1119,WARNER,dialogue,"Sarah, the horrible girl herself, holds out her hand to Elle,"
1120,WARNER,dialogue,full of contempt.
1121,SARAH,dialogue,Hi.     Sarah Knottingham.
1122,ELLE,stage_direction,(to Warner; horrified)
1123,ELLE,dialogue,You know her?
1124,WARNER,dialogue,She 's --
1125,WARNER,dialogue,Sarah jumps in.
1126,SARAH           .,dialogue,-- I ' m his fiancee.
1127,SARAH           .,dialogue,Elle stares at her. Sarah tucks a piece of her mousy brown
1128,SARAH           .,dialogue,hair behind her ear and there it is -- The Rock.
1129,ELLE,stage_direction,(in disbelief)
1130,ELLE,dialogue,"I'm sorry, I just hallucinated."
1131,WARNER,dialogue,Sarah was my girlfriend at prep school.
1132,WARNER,dialogue,We got back together over the summer at
1133,WARNER,dialogue,my grandmother's birthday party.
1134,WARNER,dialogue,Elle looks stricken.     Sarah gives her a smug smile.
1137,SARAH,dialogue,Warner told me all about you. You're
1138,SARAH,dialogue,famous at our Club.
1139,SARAH,dialogue,She says it in a way that is anything but flattering.   In
1140,SARAH,dialogue,"fact, it's completely condescending."
1141,SARAH,stage_direction,(continuing; pointedly)
1142,SARAH,dialogue,But he didn't tell me you'd be here.
1143,WARNER,dialogue,I didn't know --
1144,WARNER,dialogue,Elle looks from Warner to Sarah.
1145,ELLE,dialogue,Excuse me.
1146,ELLE,dialogue,"She rushes off.    Sarah watches her go, a smug grin on her"
1148,ELLE,dialogue,"face,"
1149,SARAH,stage_direction,(to Warner)
1150,SARAH,dialogue,I thought you said she was pretty.
1151,SARAH,dialogue,43   EXT. STREET/INT. ELLE'S CONVERTIBLE BOXSTER- DAY                43
1152,SARAH,dialogue,"Elle drives, wiping the tears from her face. She spots"
1153,SARAH,dialogue,"something off to the side and SWERVES her car toward it, a"
1154,SARAH,dialogue,gasp of hope escaping her lips.
1155,SARAH,dialogue,"Her car stops in front of a strip mall salon called ""Beauty"
1156,SARAH,dialogue,"Oasis""."
1157,SARAH,dialogue,44   INT. BEAUTY OASIS - DAY                                         44
1158,SARAH,dialogue,"A downscale, blue-collar salon, with five hair chairs and two"
1159,SARAH,dialogue,manicure stations. Old ladies and young waitresses get perms.
1160,SARAH,dialogue,"PAULETTE --early 40s, lower-middle class, hard-edged, plus-"
1161,SARAH,dialogue,sirzed -- looks up as a defeated Elle sinks into the manicure
1162,SARAH,dialogue,chair.(The manicure station is plastered with pictures of
1163,SARAH,dialogue,"RUFUS, a big, slobbering pit-bull)."
1164,PAULETTE,dialogue,Bad day?
1165,PAULETTE,dialogue,Elle holds out her hands. Paulette dips them into a dish of
1166,PAULETTE,dialogue,soapy water.
1167,ELLE,dialogue,You can't even imagine.
1170,PAULETTE,dialogue,".Spill.,"
1171,PAULETTE,dialogue,Elle lets it all out in a rush.
1172,ELLE,dialogue,I worked really hard to get into law
1173,ELLE,dialogue,school -- I blew off Spring Break and
1174,ELLE,dialogue,"Greek Week to study for the LSATs, I"
1175,ELLE,dialogue,completely neglected my Homecoming Queen
1176,ELLE,dialogue,"duties, I hired a Coppola to direct my"
1177,ELLE,dialogue,admissions video -- all so I could get my
1178,ELLE,dialogue,boyfriend Warner back and now he's
1179,ELLE,dialogue,engaged to this awful girl Sarah so it
1180,ELLE,dialogue,was all for nothing! I wish I ' d never
1181,ELLE,dialogue,even come to Harvard.
1182,ELLE,dialogue,Paulette dries Elle's hands and begins filing.
1183,PAULETTE,dialogue,After you went to all that trouble?
1184,ELLE                                           :,dialogue,"Well, what am I supposed to do? He's"
1185,ELLE                                           :,dialogue,engaged! She's got the family six-carat
1186,ELLE                                           :,dialogue,"on her bony, unpolished finger."
1187,PAULETTE,dialogue,You're asking the wrong girl. I ' m with
1188,PAULETTE,dialogue,my guy eight years and then one day it's
1189,PAULETTE,dialogue,"""I met someone else. Move out."""
1190,ELLE,stage_direction,(horrified)
1191,ELLE,dialogue,What'd you do?
1192,PAULETTE,dialogue,Cried a lot and gained twenty pounds.
1193,PAULETTE,dialogue,Dewey kept the trailer and my precious
1194,PAULETTE,dialogue,baby Rufus. I got jackcrap.
1195,PAULETTE,dialogue,She looks at a picture of the pit-bull.
1196,PAULETTE,stage_direction,(continuing; re the dog)
1197,PAULETTE,dialogue,I didn't even get to go to his birthday
1198,PAULETTE,dialogue,party.
1199,ELLE,dialogue,No!
1202,PAUL ETTE,dialogue,What could I do?
1203,PAUL ETTE,stage_direction,(shrugging)
1204,PAUL ETTE,dialogue,He's a man who followed his pecker to
1205,PAUL ETTE,dialogue,greener pastures. I ' m a middle-aged high-
1206,PAUL ETTE,dialogue,school dropout with stretch marks and a
1207,PAUL ETTE,dialogue,fat ass. Happens every day. At least to
1208,PAUL ETTE,dialogue,women like me.
1209,ELLE                                   .,dialogue,That's terrible!
1210,PAULETTE,dialogue,"So, what's this Sarah got that you don't?"
1211,PAULETTE,dialogue,Three tits?                                              -
1212,ELLE,dialogue,She's from Connecticut. She belongs to
1213,ELLE,dialogue,his stupid country club.
1214,PAULETTE,dialogue,Is she as pretty as you?
1215,PAULETTE,dialogue,Elle looks down.
1216,ELLE,stage_direction,(embarrassed)
1217,ELLE,dialogue,I ' m not pretty -- I ' m genetically
1218,ELLE,dialogue,blessed.
1219,ELLE,dialogue,"Paulette rolls her eyes, shaking her bottle of polish and"
1220,ELLE,dialogue,starting on Elle's right hand.
1221,PA UL ETT E,dialogue,"Is sJie.?                                                """
1222,ELL E,dialogue,She could use some mascara and some
1223,ELL E,dialogue,"serious highlights, but she's not"
1224,ELL E,dialogue,completely unfortunate- looking.
1225,UPS GUY (O.S.),dialogue,"Hello, ladies."
1226,UPS GUY (O.S.),dialogue,"Paulette looks up to see the UPS GUY, a strapping hunk of a"
1227,UPS GUY (O.S.),dialogue,"man in his late 30' s . She blushes and smooths down her hair,"
1228,UPS GUY (O.S.),dialogue,knocking over a bottle of nail polish in the process. Trying
1229,UPS GUY (O.S.),dialogue,to play it off as she signs for the package.
1232,UPS GUY                            .,dialogue,See ya later.
1233,UPS GUY                            .,dialogue,He goes. Paulette watches him. Elle notices.
1234,PAULETTE,dialogue,(hating herself)                               .
1235,PAULETTE,dialogue,Could I be anymore goddamn spastic?
1236,PAULETTE,stage_direction,(beat)
1237,PAULETTE,dialogue,"So you're sure, this Warner guy is ""the"
1238,PAULETTE,dialogue,"one""?"
1239,ELLE,dialogue,Definitely! I love him!
1240,ELLE,dialogue,Paulette looks at her.
1241,PAULETTE,dialogue,If a girl like you can't hold on to her
1242,PAULETTE,dialogue,man -- then there sure as hell isn't any
1243,PAULETTE,dialogue,hope for the rest of us. What're you
1244,PAULETTE,dialogue,waiting for? Steal the bastard back.
1245,PAULETTE,dialogue,45   INT. DORMITORY - WARNER'S ROOM - DAY                          45
1246,PAULETTE,dialogue,"Elle knocks on Warner's door, bottle of wine and two glasses"
1247,PAULETTE,dialogue,in hand.
1248,ELLE,dialogue,Warner?
1249,ELLE,dialogue,"When she gets no answer, she write a message on his memo"
1250,ELLE,dialogue,"board -- CLOSE ON-- ""Call me! Love, You Know Who""."
1251,ELLE,dialogue,She leaves the wine bottle and two glasses and goes.
1252,ELLE,dialogue,46   EXT. HARVARD LAW CAMPUS - DAY                                 46
1253,ELLE,dialogue,"Elle is in her push-up bikini, reclining in her beach chair,"
1254,ELLE,dialogue,"pink frozen margarita in one hand, Underdog in the other, law"
1255,ELLE,dialogue,"book in her lap, pretending to study."
1256,ELLE,dialogue,We PULL BACK to reveal that she's sitting on the sidelines of
1257,ELLE,dialogue,a touch-football game that Warner is playing with a group of
1258,ELLE,dialogue,other 1-L's.
1259,ELLE,dialogue,Warner scores easily because the other male eyes are all on
1260,ELLE,dialogue,Elle. He shakes his head and smiles.
1262,ELLE,dialogue,47   INT. CRIMINAL LAW CLASS - DAY                                   47
1263,ELLE,dialogue,"Elle sits, glaring at Sarah, who keeps waving her ""The Rock"""
1264,ELLE,dialogue,"in Elle's direction, as she plays footsie with Warner."
1265,ELLE,dialogue,"PROFESSOR DONOVAN -- 40s, a big fan of himself, salt and"
1266,ELLE,dialogue,"pepper hair, no time for bullshit -- stands before the class."
1267,PROFESSOR DONOVAN,dialogue,I should warn you that in addition to
1268,PROFESSOR DONOVAN,dialogue,competing against each other for the top
1269,PROFESSOR DONOVAN,dialogue,"grade in this class, you'll also be"
1270,PROFESSOR DONOVAN,dialogue,competing for one of my firm's highly
1271,PROFESSOR DONOVAN,dialogue,coveted four internship spots next year
1272,PROFESSOR DONOVAN,dialogue,where you will get to assist on actual
1273,PROFESSOR DONOVAN,dialogue,"cases. Let the bloodbath begin. Now,"
1274,PROFESSOR DONOVAN,dialogue,let's commence with our usual torture --
1275,PROFESSOR DONOVAN,dialogue,He looks around.
1276,PROFESSOR DONOVAN,stage_direction,(continuing)
1277,PROFESSOR DONOVAN,dialogue,Ms . Woods --
1278,PROFESSOR DONOVAN,dialogue,"Sarah and her bitchy, clone-like friend CLAIRE exchange"
1279,PROFESSOR DONOVAN,dialogue,knowing glances.
1280,SARAH,dialogue,This should be amusing.
1281,PROFESSOR DONOVAN,dialogue,Would you rather have a client who
1282,PROFESSOR DONOVAN,dialogue,committed a crime malum in se or malum
1283,PROFESSOR DONOVAN,dialogue,prohibitum?
1284,ELLE,dialogue,Neither.
1285,PROFESSOR DONOVAN,dialogue,Why not?
1286,ELLE,dialogue,I'd rather have a client who's innocent.
1287,ELLE,dialogue,"Elle smiles, proud of her answer. The class snickers. Warner"
1288,ELLE,dialogue,frowns.
1289,PROFESSOR DONOVAN,dialogue,".        Dare to dream, Ms. Woods. Ms."
1290,PROFESSOR DONOVAN,dialogue,Knottingham? Which would you prefer?
1293,SARAH,dialogue,Malum prohibitum. Because the client
1294,SARAH,dialogue,would've committed a regulatory
1295,SARAH,dialogue,infraction as opposed to a dangerous
1296,SARAH,dialogue,crime.
1297,SARAH,dialogue,Elle raises her hand.
1298,PROFESSOR DONOVAN,dialogue,Yes?   Ms. Woods?
1299,' ELLE                '    ..,dialogue,I changed my mind. I ' d pick the
1300,' ELLE                '    ..,dialogue,dangerous one.
1301,' ELLE                '    ..,dialogue,She looks pointedly at Sarah.
1302,ELLE (CONT''D),stage_direction,(continuing)
1303,ELLE (CONT''D),dialogue,I ' m not afraid of a challenge.
1304,ELLE (CONT''D),dialogue,Sarah glares back at her. Warner looks between the two of
1305,ELLE (CONT''D),dialogue,"them, worried."
1306,ELLE (CONT''D),dialogue,48   INT. STUDY LOUNGE - DAY                                          48
1307,ELLE (CONT''D),dialogue,The Harvard Public Interest Law Association meeting is
1308,ELLE (CONT''D),dialogue,"O        underway. Warner .listens intently, A few seats away, Elle"
1309,ELLE (CONT''D),dialogue,appears to be taking notes.
1310,ELLE (CONT''D),dialogue,"C L O SE ON--her ""notes"" -- ""I'm free for dinner tonight. Meet"
1311,ELLE (CONT''D),dialogue,"me at The Cask & Flagon at 8."""
1312,ELLE (CONT''D),dialogue,"She folds the note and sticks it in Underdog's mouth, then points"
1313,ELLE (CONT''D),dialogue,"him toward Warner. Humiliated but dutiful, Underdog bounds off."
1314,ELLE (CONT''D),dialogue,"CLOSE ON -- Underdog, as he carries forth his mission,"
1315,ELLE (CONT''D),dialogue,arriv ing at Warner's feet. UNDERDOG'S POV -- Warner
1316,ELLE (CONT''D),dialogue,"discreetly takes the note from him, then looks over at Elle,"
1317,ELLE (CONT''D),dialogue,who feigns interest in the meeting.
1318,ELLE (CONT''D),dialogue,49   INT. CASK & FLAGON RESTAURANT - NIGHT                            49
1319,ELLE (CONT''D),dialogue,"Elle waits for Warner, alone at a table. Checking her watch"
1320,ELLE (CONT''D),dialogue,"to see it's 8:45, she tries not to be sad."
1321,ELLE (CONT''D),dialogue,50   INT. HARVARD LAW LIBRARY - DAY                                   50
1322,ELLE (CONT''D),dialogue,"Warner and his study group, Sarah and Claire included, sit at"
1323,ELLE (CONT''D),dialogue,"a table, going over their outlines. Elle walks up to the"
1324,ELLE (CONT''D),dialogue,"table, holding a basket of muffins, bright smile on her face."
1327,ELLE,dialogue,'        I ' m here to join your study group. And
1328,ELLE,dialogue,look! I brought sustenance!
1329,ELLE,dialogue,"She holds up the muffins as the others look up, frowns all"
1330,ELLE,dialogue,around.
1331,WARNER,stage_direction,(nervously looking at Sarah)
1332,WARNER,dialogue,"Elle, what're you doing here?"
1333,WARNER,dialogue,Elle pulls up a chair from another table and holds up a
1334,WARNER,dialogue,muffin.                       '
1335,ELLE,dialogue,Who's first?
1336,ELLE,dialogue,She sits down next to Warner.
1337,SARAH,dialogue,Our group is full.
1338,ELLE,dialogue,"Oh, God, was this like an RSVP thing?"
1339,CLAIRE,dialogue,"No, it's like a smart people thing.     And"
1340,CLAIRE,dialogue,"like Sarah said, we're full."
1341,WARNER,dialogue,Come on ~ we can make room for one more.
1342,WARNER,dialogue,Sarah looks at Warner with evil eyes.
1343,SARAH,dialogue,"We've already assigned the outlines, and"
1344,SARAH,dialogue,"everyone has started theirs',"
1345,CLAIRE,stage_direction,(to Warner)
1346,CLAIRE,dialogue,"Besides, you wouldn't let the fat guy"
